'Crank Angle'	'ini_cylinder:comb:accumulated_heat_release',&	'ini_cylinder:comb:burnt_fuel_mass_fraction',&	'ini_cylinder:comb:lower_calorific_value',&	'ini_cylinder:comb:mean_reaction_progress_variable',&	'ini_cylinder:comb:mixture_fraction',&	'ini_cylinder:comb:products_mass_fraction',&	'ini_cylinder:comb:rate_of_heat_release',&	'ini_cylinder:comb:residual_gas_fraction',&	'ini_cylinder:comb:residual_gas_mass',&	'ini_cylinder:comb:total_equivalence_ratio',&	'ini_cylinder:emission:mean_no_mass_fraction',&	'ini_cylinder:emission:mean_no_reaction_rate',&	'ini_cylinder:flow:mass_flow',&	'ini_cylinder:flow:mass',&	'ini_cylinder:flow:mean_dissipation_rate',&	'ini_cylinder:flow:mean_passive_scalar',&	'ini_cylinder:flow:mean_pressure',&	'ini_cylinder:flow:mean_temperature',&	'ini_cylinder:flow:mean_turbulence_kinetic_energy',&	'ini_cylinder:flow:mean_turbulent_time_scale',&	'ini_cylinder:flow:volume',&	'ini_cylinder:formula:druck_br',&	'ini_cylinder:species:mean_ch4_mass_fraction',&	'ini_cylinder:species:mean_ch4_mole_fraction',&	'ini_cylinder:species:mean_co_mass_fraction',&	'ini_cylinder:species:mean_co_mole_fraction',&	'ini_cylinder:species:mean_co2_mass_fraction',&	'ini_cylinder:species:mean_co2_mole_fraction',&	'ini_cylinder:species:mean_h2_mass_fraction',&	'ini_cylinder:species:mean_h2_mole_fraction',&	'ini_cylinder:species:mean_h2o_mass_fraction',&	'ini_cylinder:species:mean_h2o_mole_fraction',&	'ini_cylinder:species:mean_n2_mass_fraction',&	'ini_cylinder:species:mean_n2_mole_fraction',&	'ini_cylinder:species:mean_o2_mass_fraction',&	'ini_cylinder:species:mean_o2_mole_fraction',&	'ini_intake_ports:flow:mass_flow',&	'ini_intake_ports:flow:mass',&	'ini_intake_ports:flow:mean_dissipation_rate',&	'ini_intake_ports:flow:mean_passive_scalar',&	'ini_intake_ports:flow:mean_pressure',&	'ini_intake_ports:flow:mean_temperature',&	'ini_intake_ports:flow:mean_turbulence_kinetic_energy',&	'ini_intake_ports:flow:mean_turbulent_time_scale',&	'ini_intake_ports:flow:volume',&	'ini_intake_ports:species:mean_ch4_mass_fraction',&	'ini_intake_ports:species:mean_ch4_mole_fraction',&	'ini_intake_ports:species:mean_co_mass_fraction',&	'ini_intake_ports:species:mean_co_mole_fraction',&	'ini_intake_ports:species:mean_co2_mass_fraction',&	'ini_intake_ports:species:mean_co2_mole_fraction',&	'ini_intake_ports:species:mean_h2_mass_fraction',&	'ini_intake_ports:species:mean_h2_mole_fraction',&	'ini_intake_ports:species:mean_h2o_mass_fraction',&	'ini_intake_ports:species:mean_h2o_mole_fraction',&	'ini_intake_ports:species:mean_n2_mass_fraction',&	'ini_intake_ports:species:mean_n2_mole_fraction',&	'ini_intake_ports:species:mean_o2_mass_fraction',&	'ini_intake_ports:species:mean_o2_mole_fraction',&	'ini_outlet_ports:flow:mass_flow',&	'ini_outlet_ports:flow:mass',&	'ini_outlet_ports:flow:mean_dissipation_rate',&	'ini_outlet_ports:flow:mean_passive_scalar',&	'ini_outlet_ports:flow:mean_pressure',&	'ini_outlet_ports:flow:mean_temperature',&	'ini_outlet_ports:flow:mean_turbulence_kinetic_energy',&	'ini_outlet_ports:flow:mean_turbulent_time_scale',&	'ini_outlet_ports:flow:volume',&	'ini_outlet_ports:species:mean_ch4_mass_fraction',&	'ini_outlet_ports:species:mean_ch4_mole_fraction',&	'ini_outlet_ports:species:mean_co_mass_fraction',&	'ini_outlet_ports:species:mean_co_mole_fraction',&	'ini_outlet_ports:species:mean_co2_mass_fraction',&	'ini_outlet_ports:species:mean_co2_mole_fraction',&	'ini_outlet_ports:species:mean_h2_mass_fraction',&	'ini_outlet_ports:species:mean_h2_mole_fraction',&	'ini_outlet_ports:species:mean_h2o_mass_fraction',&	'ini_outlet_ports:species:mean_h2o_mole_fraction',&	'ini_outlet_ports:species:mean_n2_mass_fraction',&	'ini_outlet_ports:species:mean_n2_mole_fraction',&	'ini_outlet_ports:species:mean_o2_mass_fraction',&	'ini_outlet_ports:species:mean_o2_mole_fraction',&	
deg	J	-	J/kg	-	-	-	J/deg	-	kg	-	-	1/s	kg/s	kg	m^2/s^3	-	Pa	K	m^2/s^2	s	m^3	Pa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	kg/s	kg	m^2/s^3	-	Pa	K	m^2/s^2	s	m^3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	kg/s	kg	m^2/s^3	-	Pa	K	m^2/s^2	s	m^3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
132.1	0	0	5e+07	0	1.42888e-07	0.274209	0	0.999996	0.00661381	0.55919	0	0	0.0673703	0.00661384	2779.43	0.999996	959170	1124.73	8.04189	0.0124501	0.00233337	959174	1.42888e-07	2.46131e-07	0	0	0.150773	0.0946732	0	0	0.123437	0.189346	0.725789	0.715979	9.86157e-07	8.51663e-07	0	0.00133656	232.154	0	338490	354.998	0.997433	0.00554516	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.074722	0.000392288	410411	0.00049361	304206	755.952	5.8737	0.171404	0.000293293	5.02803e-05	8.66121e-05	0	0	0.15054	0.0945298	0	0	0.123246	0.18906	0.725816	0.716024	0.000347014	0.000299696	
132.2	0	0	5e+07	0	5.57703e-08	0.27421	0	0.999998	0.00661304	0.559105	0	0	0.101476	0.00661305	5085.5	0.999998	958293	1124.46	8.07358	0.0123272	0.00233465	958302	5.57703e-08	9.60666e-08	0	0	0.150773	0.0946735	0	0	0.123437	0.189347	0.725789	0.715979	3.84904e-07	3.3241e-07	0	0.00133651	230.775	0	338474	354.994	0.994886	0.00554173	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.084026	0.000393229	572490	0.00207939	305381	757.087	6.89426	0.160034	0.000293297	7.01874e-05	0.000120905	0	0	0.150448	0.0944728	0	0	0.123171	0.188946	0.725827	0.716042	0.000484405	0.000418356	
132.3	0	0	5e+07	0	2.56184e-08	0.27421	0	0.999999	0.00661216	0.558927	0	0	0.114629	0.00661217	6926.55	0.999999	957400	1124.17	8.11096	0.01224	0.00233593	957413	2.56184e-08	4.41286e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.76807e-07	1.52694e-07	0	0.00133644	229.37	0	338454	354.989	0.99236	0.00554045	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.0864498	0.000394249	1.10246e+06	0.00418956	306688	758.384	9.52847	0.150712	0.000293302	7.52701e-05	0.000129661	0	0	0.150424	0.0944583	0	0	0.123152	0.188917	0.725829	0.716047	0.000519483	0.000448653	
132.4	0	0	5e+07	0	1.95668e-08	0.27421	0	0.999999	0.00661124	0.558814	0	0	0.119699	0.00661124	8463.69	0.999999	956502	1123.89	8.146	0.0121708	0.0023372	956519	1.95668e-08	3.37045e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.35042e-07	1.16625e-07	0	0.00133637	227.977	0	338428	354.982	0.989853	0.00554035	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.0889066	0.000395338	1.66121e+06	0.0064712	308088	759.769	13.119	0.14175	0.000293306	7.63011e-05	0.000131437	0	0	0.15042	0.0944553	0	0	0.123148	0.188911	0.72583	0.716048	0.000526599	0.000454799	
132.5	0	0	5e+07	0	1.91419e-08	0.27421	0	0.999999	0.0066103	0.558797	0	0	0.121823	0.0066103	9621.83	0.999999	955605	1123.61	8.1749	0.012113	0.00233848	955625	1.91419e-08	3.29727e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.3211e-07	1.14092e-07	0	0.00133628	226.6	0	338398	354.974	0.987364	0.00554103	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.0906334	0.000396486	2.07838e+06	0.00880449	309556	761.199	16.6512	0.132607	0.00029331	7.6358e-05	0.000131535	0	0	0.150419	0.0944552	0	0	0.123147	0.18891	0.72583	0.716048	0.000526992	0.000455138	
132.6	0	0	5e+07	0	1.9774e-08	0.27421	0	0.999999	0.00660935	0.558807	0	0	0.12298	0.00660935	10583.4	0.999999	954710	1123.33	8.19817	0.0120633	0.00233975	954731	1.9774e-08	3.40614e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.36472e-07	1.1786e-07	0	0.00133618	225.242	0	338364	354.965	0.984894	0.00554231	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.0917473	0.000397686	2.34972e+06	0.0111527	311080	762.656	19.6669	0.123255	0.000293315	7.61884e-05	0.000131243	0	0	0.15042	0.0944557	0	0	0.123148	0.188911	0.72583	0.716048	0.000525822	0.000454127	
132.7	0	0	5e+07	0	2.05087e-08	0.27421	0	0.999999	0.00660839	0.558821	0	0	0.123836	0.00660839	11317.5	0.999999	953816	1123.05	8.21667	0.0120198	0.00234102	953839	2.05087e-08	3.5327e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.41542e-07	1.22239e-07	0	0.00133606	223.905	0	338324	354.954	0.982443	0.00554405	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.0924639	0.000398936	2.50581e+06	0.0135048	312654	764.135	22.0297	0.114051	0.000293319	7.5965e-05	0.000130858	0	0	0.150421	0.0944563	0	0	0.123149	0.188913	0.72583	0.716047	0.00052428	0.000452796	
132.8	0	0	5e+07	0	2.11691e-08	0.27421	0	0.999999	0.00660743	0.558832	0	0	0.124619	0.00660743	11952.7	0.999999	952924	1122.77	8.23184	0.011981	0.00234228	952948	2.11691e-08	3.64647e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.46101e-07	1.26175e-07	0	0.00133593	222.589	0	338279	354.942	0.980009	0.00554617	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.0929614	0.000400228	2.6049e+06	0.015858	314275	765.633	23.9395	0.105316	0.000293323	7.57259e-05	0.000130446	0	0	0.150422	0.094457	0	0	0.12315	0.188914	0.72583	0.716047	0.00052263	0.00045137	
132.9	0	0	5e+07	0	2.1737e-08	0.27421	0	0.999999	0.00660646	0.558842	0	0	0.125405	0.00660646	12518.2	0.999999	952034	1122.49	8.24465	0.0119458	0.00234355	952058	2.1737e-08	3.74429e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.5002e-07	1.2956e-07	0	0.00133579	221.295	0	338229	354.928	0.977594	0.00554862	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.093367	0.000401556	2.67785e+06	0.0182107	315935	767.148	25.5807	0.097135	0.000293328	7.548e-05	0.000130022	0	0	0.150423	0.0944577	0	0	0.123151	0.188915	0.725829	0.716047	0.000520933	0.000449905	
133	0	0	5e+07	0	2.22233e-08	0.27421	0	0.999999	0.00660549	0.55885	0	0	0.126174	0.00660549	13024.3	0.999999	951145	1122.21	8.25575	0.0119136	0.00234481	951169	2.22233e-08	3.82805e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.53376e-07	1.32459e-07	0	0.00133563	220.023	0	338174	354.912	0.975198	0.00555134	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.0937426	0.000402906	2.7371e+06	0.0205624	317624	768.678	27.0686	0.0895642	0.000293332	7.52307e-05	0.000129593	0	0	0.150425	0.0944584	0	0	0.123152	0.188917	0.725829	0.716047	0.000519212	0.000448419	
133.1	0	0	5e+07	0	2.26416e-08	0.27421	0	0.999999	0.00660451	0.558856	0	0	0.126958	0.00660451	13448.4	0.999999	950259	1121.93	8.26533	0.0118837	0.00234607	950281	2.26416e-08	3.90011e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.56263e-07	1.34952e-07	0	0.00133545	218.772	0	338111	354.894	0.972819	0.0055543	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.0941198	0.000404268	2.78633e+06	0.0229132	319329	770.217	28.4545	0.0826797	0.000293336	7.49816e-05	0.000129164	0	0	0.150426	0.0944591	0	0	0.123153	0.188918	0.725829	0.716047	0.000517492	0.000446934	
133.2	0	0	5e+07	0	2.30036e-08	0.27421	0	0.999999	0.00660352	0.558862	0	0	0.127687	0.00660353	13834.6	0.999999	949374	1121.66	8.27384	0.0118557	0.00234732	949395	2.30036e-08	3.96246e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.58762e-07	1.37109e-07	0	0.00133524	217.544	0	338039	354.874	0.970459	0.00555747	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.0945015	0.000405621	2.82979e+06	0.0252633	321031	771.754	29.7988	0.0765535	0.00029334	7.47353e-05	0.00012874	0	0	0.150427	0.0944598	0	0	0.123154	0.18892	0.725829	0.716046	0.000515793	0.000445466	
133.3	0	0	5e+07	0	2.33183e-08	0.27421	0	0.999999	0.00660253	0.558866	0	0	0.128401	0.00660253	14162.9	0.999999	948491	1121.38	8.28137	0.0118294	0.00234858	948510	2.33183e-08	4.01667e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.60934e-07	1.38985e-07	0	0.00133501	216.337	0	337959	354.851	0.968116	0.00556082	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.094891	0.000406941	2.87071e+06	0.0276141	322705	773.275	31.1374	0.0712294	0.000293345	7.44964e-05	0.000128328	0	0	0.150428	0.0944605	0	0	0.123154	0.188921	0.725829	0.716046	0.000514144	0.000444041	
133.4	0	0	5e+07	0	2.35931e-08	0.27421	0	0.999999	0.00660153	0.55887	0	0	0.129101	0.00660154	14449.4	0.999999	947610	1121.1	8.28797	0.0118046	0.00234983	947628	2.35931e-08	4.064e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.6283e-07	1.40623e-07	0	0.00133475	215.152	0	337869	354.825	0.965792	0.00556434	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.095298	0.0004082	2.90929e+06	0.0299676	324321	774.764	32.4857	0.0667025	0.000293349	7.42703e-05	0.000127939	0	0	0.150429	0.0944612	0	0	0.123155	0.188922	0.725829	0.716046	0.000512584	0.000442694	
133.5	0	0	5e+07	0	2.38338e-08	0.27421	0	0.999999	0.00660053	0.558873	0	0	0.129742	0.00660054	14689	0.999999	946732	1120.83	8.29373	0.0117811	0.00235107	946747	2.38338e-08	4.10546e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.64491e-07	1.42057e-07	0	0.00133447	213.989	0	337771	354.797	0.963487	0.005568	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.0956971	0.000409376	2.94703e+06	0.032326	325854	776.206	33.8715	0.0629215	0.000293353	7.40603e-05	0.000127577	0	0	0.15043	0.0944618	0	0	0.123156	0.188924	0.725829	0.716046	0.000511134	0.000441442	
133.6	0	0	5e+07	0	2.40454e-08	0.27421	0	0.999999	0.00659953	0.558876	0	0	0.130384	0.00659953	14919.7	0.999999	945854	1120.56	8.29869	0.0117589	0.00235232	945868	2.40454e-08	4.14191e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.65951e-07	1.43319e-07	0	0.00133417	212.848	0	337664	354.766	0.9612	0.00557179	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.0961164	0.000410446	2.98349e+06	0.0346916	327280	777.584	35.3008	0.0597993	0.000293357	7.38699e-05	0.000127249	0	0	0.150431	0.0944623	0	0	0.123157	0.188925	0.725829	0.716046	0.00050982	0.000440307	
133.7	0	0	5e+07	0	2.4232e-08	0.27421	0	0.999999	0.00659851	0.558879	0	0	0.130935	0.00659852	15113.1	0.999999	944979	1120.28	8.30285	0.0117378	0.00235356	944991	2.4232e-08	4.17406e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.6724e-07	1.44431e-07	0	0.00133384	211.728	0	337549	354.732	0.958933	0.0055757	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.0965207	0.000411395	3.01888e+06	0.0370669	328580	778.887	36.7888	0.0572182	0.000293362	7.37013e-05	0.000126958	0	0	0.150432	0.0944628	0	0	0.123157	0.188926	0.725828	0.716045	0.000508656	0.000439302	
133.8	0	0	5e+07	0	2.43974e-08	0.27421	0	0.999999	0.0065975	0.558881	0	0	0.13147	0.0065975	15282.9	0.999999	944106	1120.01	8.30613	0.0117179	0.0023548	944116	2.43974e-08	4.20255e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.68381e-07	1.45417e-07	0	0.00133349	210.63	0	337426	354.697	0.956684	0.0055797	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.0969364	0.00041221	3.05432e+06	0.0394544	329739	780.107	38.3384	0.0550337	0.000293366	7.3557e-05	0.00012671	0	0	0.150432	0.0944632	0	0	0.123158	0.188926	0.725828	0.716045	0.00050766	0.000438442	
133.9	0	0	5e+07	0	2.45445e-08	0.27421	0	0.999999	0.00659648	0.558883	0	0	0.13195	0.00659649	15425.3	0.999999	943235	1119.74	8.30856	0.0116992	0.00235604	943243	2.45445e-08	4.22789e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.69396e-07	1.46294e-07	0	0.00133311	209.554	0	337294	354.658	0.954455	0.0055838	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.0973376	0.000412887	3.08886e+06	0.0418563	330753	781.239	39.9584	0.0530992	0.00029337	7.34376e-05	0.000126504	0	0	0.150433	0.0944635	0	0	0.123158	0.188927	0.725828	0.716045	0.000506836	0.00043773	
134	0	0	5e+07	0	2.46759e-08	0.27421	0	0.999999	0.00659546	0.558885	0	0	0.132411	0.00659546	15554.4	0.999999	942366	1119.47	8.31026	0.0116814	0.00235728	942373	2.46759e-08	4.25052e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.70303e-07	1.47077e-07	0	0.00133271	208.499	0	337154	354.617	0.952245	0.00558796	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.0977336	0.000413425	3.12172e+06	0.044274	331619	782.282	41.6661	0.0512884	0.000293374	7.33425e-05	0.00012634	0	0	0.150433	0.0944638	0	0	0.123159	0.188928	0.725828	0.716045	0.000506181	0.000437164	
134.1	0	0	5e+07	0	2.47936e-08	0.27421	0	0.999999	0.00659443	0.558886	0	0	0.132847	0.00659443	15672.4	0.999999	941500	1119.2	8.31129	0.0116646	0.00235851	941505	2.47936e-08	4.27079e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.71115e-07	1.47778e-07	0	0.00133229	207.468	0	337007	354.574	0.950056	0.00559219	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.0981205	0.000413791	3.15383e+06	0.0467135	332301	783.217	43.4816	0.0495031	0.000293379	7.3278e-05	0.000126229	0	0	0.150434	0.094464	0	0	0.123159	0.188928	0.725828	0.716045	0.000505735	0.000436779	
134.2	0	0	5e+07	0	2.48994e-08	0.27421	0	0.999999	0.0065934	0.558888	0	0	0.133261	0.0065934	15777.5	0.999999	940635	1118.93	8.31172	0.0116487	0.00235974	940640	2.48994e-08	4.28902e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.71846e-07	1.48409e-07	0	0.00133185	206.458	0	336853	354.529	0.947888	0.00559647	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.0985088	0.000413987	3.18647e+06	0.0491773	332803	784.046	45.4245	0.047662	0.000293383	7.32435e-05	0.00012617	0	0	0.150434	0.0944641	0	0	0.123159	0.188928	0.725828	0.716045	0.000505497	0.000436573	
134.3	0	0	5e+07	0	2.49949e-08	0.27421	0	0.999999	0.00659236	0.558889	0	0	0.133692	0.00659237	15872.7	0.999999	939772	1118.66	8.31165	0.0116336	0.00236097	939777	2.49949e-08	4.30547e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.72505e-07	1.48978e-07	0	0.00133139	205.471	0	336692	354.482	0.94574	0.00560078	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.098895	0.000414024	3.22018e+06	0.0516664	333136	784.779	47.5091	0.0457489	0.000293387	7.32369e-05	0.000126158	0	0	0.150434	0.0944641	0	0	0.123159	0.188928	0.725828	0.716045	0.000505451	0.000436534	
134.4	0	0	5e+07	0	2.50813e-08	0.27421	0	0.999999	0.00659133	0.55889	0	0	0.134096	0.00659133	15968.7	0.999999	938912	1118.39	8.31121	0.0116191	0.00236219	938917	2.50813e-08	4.32035e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.73101e-07	1.49493e-07	0	0.00133091	204.507	0	336524	354.433	0.943614	0.00560511	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.0992761	0.000413918	3.25473e+06	0.054182	333316	785.425	49.7457	0.0437879	0.000293391	7.32557e-05	0.000126191	0	0	0.150434	0.0944641	0	0	0.123159	0.188928	0.725828	0.716045	0.000505581	0.000436646	
134.5	0	0	5e+07	0	2.51598e-08	0.27421	0	0.999999	0.00659029	0.558891	0	0	0.134498	0.00659029	16065.4	0.999999	938054	1118.12	8.31047	0.0116053	0.00236341	938059	2.51598e-08	4.33387e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.73643e-07	1.49961e-07	0	0.00133041	203.566	0	336348	354.381	0.94151	0.00560946	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.0996724	0.000413682	3.28965e+06	0.0567245	333360	785.996	52.1393	0.0418191	0.000293395	7.32973e-05	0.000126262	0	0	0.150434	0.0944639	0	0	0.123159	0.188928	0.725828	0.716045	0.000505868	0.000436894	
134.6	0	0	5e+07	0	2.52314e-08	0.27421	0	0.999999	0.00658924	0.558892	0	0	0.134911	0.00658925	16140	0.999999	937198	1117.86	8.30947	0.0115919	0.00236463	937204	2.52314e-08	4.3462e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.74137e-07	1.50388e-07	0	0.00132989	202.648	0	336166	354.328	0.939428	0.00561381	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.100077	0.000413333	3.32471e+06	0.0592942	333286	786.504	54.6926	0.039879	0.000293399	7.33589e-05	0.000126368	0	0	0.150433	0.0944638	0	0	0.123159	0.188928	0.725828	0.716045	0.000506293	0.000437261	
134.7	0	0	5e+07	0	2.5297e-08	0.27421	0	0.999999	0.0065882	0.558892	0	0	0.135356	0.0065882	16206.3	0.999999	936344	1117.59	8.30826	0.011579	0.00236585	936351	2.5297e-08	4.35751e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.7459e-07	1.50779e-07	0	0.00132935	201.754	0	335977	354.272	0.937369	0.00561814	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.100492	0.00041289	3.36081e+06	0.0618906	333112	786.96	57.4016	0.0379956	0.000293404	7.34375e-05	0.000126504	0	0	0.150433	0.0944635	0	0	0.123158	0.188927	0.725828	0.716045	0.000506836	0.00043773	
134.8	0	0	5e+07	0	2.53577e-08	0.27421	0	0.999999	0.00658714	0.558893	0	0	0.135807	0.00658715	16291.5	0.999999	935492	1117.32	8.30693	0.0115666	0.00236707	935501	2.53577e-08	4.36796e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.75009e-07	1.51141e-07	0	0.00132879	200.884	0	335782	354.215	0.935335	0.00562246	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.100914	0.000412371	3.39663e+06	0.0645131	332861	787.377	60.2645	0.0361805	0.000293408	7.35298e-05	0.000126663	0	0	0.150432	0.0944633	0	0	0.123158	0.188927	0.725828	0.716045	0.000507473	0.00043828	
134.9	0	0	5e+07	0	2.54143e-08	0.27421	0	0.999999	0.00658609	0.558894	0	0	0.136261	0.0065861	16361.4	0.999999	934642	1117.06	8.30542	0.0115547	0.00236828	934653	2.54143e-08	4.37771e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.75399e-07	1.51478e-07	0	0.00132821	200.038	0	335579	354.155	0.933325	0.00562675	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.101329	0.000411795	3.43252e+06	0.0671603	332552	787.766	63.2788	0.0344358	0.000293412	7.36324e-05	0.00012684	0	0	0.150432	0.094463	0	0	0.123158	0.188926	0.725828	0.716045	0.000508181	0.000438891	
135	0	0	5e+07	0	2.54676e-08	0.27421	0	0.999999	0.00658503	0.558895	0	0	0.136733	0.00658504	16428.6	0.999999	933794	1116.8	8.30379	0.0115432	0.00236949	933807	2.54676e-08	4.3869e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.75767e-07	1.51796e-07	0	0.00132762	199.216	0	335369	354.093	0.931341	0.00563101	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.101752	0.000411181	3.46932e+06	0.0698306	332204	788.138	66.4442	0.0327564	0.000293416	7.37422e-05	0.000127029	0	0	0.150431	0.0944627	0	0	0.123157	0.188925	0.725829	0.716045	0.000508939	0.000439546	
135.1	0	0	5e+07	0	2.55184e-08	0.27421	0	0.999999	0.00658397	0.558895	0	0	0.137223	0.00658398	16494.4	0.999999	932948	1116.53	8.30197	0.0115321	0.00237069	932962	2.55184e-08	4.39564e-08	0	0	0.150773	0.0946736	0	0	0.123437	0.189347	0.725789	0.715979	1.76118e-07	1.52098e-07	0	0.00132701	198.419	0	335157	354.031	0.929384	0.00563521	0.000414502	0.0325222	0.0569986	0	0	0	0	0	0	0	0	0.743023	0.745774	0.224455	0.197227	0.102165	0.000410543	3.50629e+06	0.0725227	331833	788.5	69.7539	0.0311329	0.00029342	7.38567e-05	0.000127226	0	0	0.150431	0.0944623	0	0	0.123157	0.188925	0.725829	0.716046	0.000509729	0.000440228	
